lift,conversion_rate,variant_profit_per_visitor,total_profit_variant,improvement_vs_control
-0.09999999999999991,0.018000000000000002,1.2924000000000002,12924.000000000002,0.8462857142857145
-0.050000000000000044,0.019,1.3642,13642.0,0.9488571428571428
0.0,0.02,1.436,14360.0,1.0514285714285714
0.10000000000000009,0.022000000000000002,1.5796000000000001,15796.000000000002,1.256571428571429
0.2,0.024,1.7232,17232.0,1.4617142857142857
0.3000000000000001,0.026000000000000002,1.8668,18668.0,1.6668571428571428
0.3999999999999998,0.027999999999999997,2.0103999999999997,20103.999999999996,1.8719999999999994
0.4999999999999999,0.03,2.154,21540.0,2.077142857142857
